#format x_y_z_r
28.0921	9.28766	48.3967	0.612798
37.5035	7.58449	12.0704	0.530607
3.37313	9.04418	37.2657	0.532451
2.38554	1.94081	2.1878	0.575423
2.62129	0.56802	5.34715	0.579982
48.4176	8.40665	14.1108	0.668513
41.5489	1.40638	20.9627	0.667698
45.1861	3.5518	42.5643	0.615338
47.0611	0.580781	6.74572	0.584015
10.3332	6.06862	41.5922	0.642226
12.8521	10.1443	15.7171	0.535569
39.1636	5.95091	36.797	0.664094
20.944	0.565938	16.2693	0.578434
44.3083	9.30659	41.1566	0.549911
32.8493	8.98503	48.4271	0.576156
19.1046	4.57562	14.8406	0.580788
42.5884	7.05579	12.3814	0.563571
4.16809	6.29316	27.5964	0.551415
14.2625	1.56339	13.8845	0.575382
30.0693	8.682	48.8088	0.601176
45.2298	9.21967	26.8836	0.628463
49.4379	4.53493	27.1842	0.568529
30.8429	7.86745	45.6497	0.535272
35.8205	7.91115	7.28044	0.59404
10.1153	7.40551	1.44501	0.605947
13.1183	9.05468	9.17119	0.561531
31.0534	0.550099	6.83083	0.556291
5.19538	2.70272	25.827	0.650316
36.4639	8.98542	18.5442	0.64953
1.96819	5.46766	15.4986	0.659692
49.3472	10.1915	43.8059	0.654408
0.606263	1.5418	18.9527	0.613324
40.6565	2.01113	30.2232	0.537325
33.8561	10.5341	45.3532	0.535755
28.6092	4.34797	16.1702	0.57981
27.0199	7.28342	39.8892	0.568498
22.9524	0.548159	42.2846	0.570723
33.0485	2.52333	27.6862	0.556745
9.52963	10.0183	17.0411	0.541654
14.8811	7.68731	22.14	0.528589
26.0604	1.76917	30.8891	0.657993
46.7037	4.85029	32.5806	0.669306
11.9059	5.91297	31.1487	0.552337
7.95163	12.1511	33.1947	0.646292
14.7695	1.39143	6.28791	0.561365
18.4769	3.74993	42.7505	0.605301
39.889	8.01227	34.5953	0.656565
10.0806	9.9874	14.2123	0.553125
24.6142	9.36811	23.6323	0.588816
17.5268	10.2369	44.9805	0.629419
19.4976	6.97344	3.70401	0.653404
42.6513	5.49936	49.4686	0.538867
10.3678	1.54033	7.92354	0.658911
7.53383	6.46981	44.7286	0.566074
33.4608	4.93536	25.8324	0.657152
20.9054	9.27544	30.9655	0.582402
29.191	1.73257	1.69023	0.62604
14.5034	1.60605	36.1769	0.58139
32.7854	1.93583	36.9711	0.650138
22.485	0.583585	37.4238	0.597291
6.23733	1.50503	38.9042	0.538671
37.852	7.00149	46.2362	0.660168
18.0591	6.34667	2.31028	0.574133
10.826	7.11903	19.6629	0.653982
9.43265	6.02814	6.69001	0.659946
45.974	5.59759	23.7918	0.655921
25.4985	2.83504	14.1536	0.558642
24.635	0.549319	17.2412	0.560291
36.0713	3.96577	13.7903	0.590538
17.2089	0.659887	43.5291	0.66778
34.0051	10.8645	30.6796	0.591191
40.7857	4.50315	3.04197	0.61489
33.0077	8.2831	18.9426	0.575055
46.7707	8.60696	31.2126	0.634096
1.79009	9.25849	22.6301	0.665873
16.439	8.97963	14.4256	0.615306
39.1009	8.78008	26.095	0.569671
8.67922	2.42361	13.0995	0.667433
2.70935	2.01073	7.53611	0.599894
26.2099	4.67735	38.2165	0.600967
45.8182	1.50048	4.26798	0.626653
23.04	10.4488	36.8868	0.571508
45.4647	2.54043	44.7238	0.61785
49.3576	10.8848	23.671	0.644456
44.2761	9.49633	26.2934	0.52956
22.4982	3.78227	4.52563	0.662482
11.28	0.5874	11.0351	0.59434
1.52999	4.33933	12.6457	0.587448
14.0022	0.621067	40.728	0.62887
19.6183	4.44665	39.7576	0.615423
16.6696	7.81581	38.691	0.616923
21.5842	2.58134	3.72501	0.553146
41.3911	2.31705	29.4393	0.53282
43.8976	9.78191	2.2097	0.654679
22.6353	7.1841	46.1131	0.594597
42.9434	3.23131	41.0685	0.548407
42.747	11.2811	9.29929	0.657284
31.8628	1.49937	18.4458	0.546697
1.71965	0.656459	38.0365	0.671788
11.9311	2.70937	21.0486	0.586754
7.45197	5.13948	32.3722	0.580731
14.9834	1.54568	46.6734	0.567901
18.653	1.93271	2.48839	0.610978
42.3325	10.8111	15.9281	0.666487
14.0447	3.34266	41.4424	0.597771
9.71865	0.593148	15.5369	0.60059
0.593585	2.7828	14.9021	0.595243
32.852	9.70758	2.51771	0.612595
48.3828	4.51223	47.7262	0.570695
38.5068	11.1941	14.854	0.623177
41.0297	1.66888	16.347	0.597838
38.3384	5.49162	20.4597	0.629716
44.9661	3.41176	33.054	0.667626
43.7886	5.90631	45.4272	0.543321
26.8669	6.92391	31.6828	0.645225
38.0794	4.6192	39.8497	0.621512
17.0297	8.87461	4.67343	0.53889
16.4627	7.35133	39.9926	0.650901
5.08838	2.03253	20.2361	0.551988
10.4088	0.553656	42.8669	0.556558
34.8356	2.7238	6.4608	0.559985
38.066	10.6912	42.3155	0.625754
2.38665	4.44985	14.9078	0.605371
29.0908	9.73602	36.1129	0.578933
28.3504	0.525226	4.59354	0.529088
15.1824	9.66334	48.4249	0.5825
31.942	11.0341	44.7667	0.55221
21.1601	6.93194	15.1847	0.577996
12.8223	6.28312	30.5958	0.597392
13.5015	6.63824	23.6745	0.545524
4.39422	3.76773	47.8502	0.623354
2.71127	3.30138	17.7384	0.565776
11.0208	2.11368	27.2555	0.651202
44.4262	1.69971	29.3121	0.591809
26.0522	7.28718	15.9747	0.569262
29.7977	8.88733	17.3159	0.638585
19.6505	11.3035	22.3986	0.635905
7.45014	5.48257	28.6897	0.567515
4.81878	11.44	28.9654	0.633309
8.64268	9.05677	33.6086	0.654322
25.1436	9.04907	45.3498	0.627585
34.3939	1.35933	43.7753	0.532874
28.3052	2.61734	1.70634	0.589699
32.1302	3.19992	35.5278	0.561956
18.6171	11.0458	34.8951	0.58489
34.6034	11.5998	20.2115	0.540272
26.4962	4.55798	21.2247	0.56715
41.816	8.44727	17.3078	0.539148
45.6161	1.18716	41.3261	0.538154
1.66346	5.72366	38.6533	0.580647
13.3114	8.37868	4.94091	0.548585
21.3442	3.197	0.529792	0.532455
11.8724	6.95204	28.1515	0.528201
20.1979	4.80719	45.1332	0.671882
46.1698	11.349	48.6395	0.612614
20.5591	0.652319	8.60284	0.657795
21.9443	1.61484	39.6676	0.615652
17.1208	2.55259	6.83972	0.579273
12.1745	6.83957	48.457	0.59082
41.1811	5.81382	8.83793	0.632174
44.8518	11.5238	28.5863	0.612459
29.4196	1.2096	2.79372	0.613756
6.08547	5.50011	5.79113	0.530915
30.7428	10.1244	2.82747	0.538908
31.8521	2.4281	9.33189	0.534022
27.1678	6.64414	10.2336	0.559543
31.1487	5.0543	5.62959	0.575482
3.86216	0.618595	29.8468	0.623038
12.5189	11.7659	37.2536	0.605921
9.27912	8.45674	37.6551	0.543641
46.9585	8.67874	15.5794	0.652287
26.8893	2.59223	30.2754	0.654147
2.50865	8.82385	18.9611	0.570107
7.04635	5.42619	36.4585	0.610115
12.5555	5.95364	24.011	0.552779
39.8408	2.72967	37.8397	0.671886
23.5788	5.63133	15.4724	0.646352
0.640934	10.337	28.0214	0.64147
7.00192	9.12314	6.4433	0.663701
33.097	6.45338	35.3731	0.67097
46.1992	8.74356	12.7219	0.564138
21.5717	3.42028	27.1101	0.579291
11.5265	9.75798	30.3854	0.644153
1.81385	5.11497	1.2429	0.659258
35.4424	10.7002	15.3978	0.555799
11.1415	1.69121	36.9399	0.561731
17.2561	6.17221	5.75345	0.58455
14.0945	6.29917	21.1638	0.658035
35.1064	8.23615	0.627203	0.632338
13.8753	6.08889	2.55103	0.599999
34.6386	6.35634	7.22766	0.538282
27.7428	9.62793	11.3816	0.556351
4.73248	8.15806	30.5503	0.659191
42.3263	6.29135	34.1148	0.564033
48.3354	9.82873	5.09782	0.5809
36.2376	10.6378	7.54036	0.606155
41.8824	10.3186	23.8007	0.548637
44.7707	8.0404	17.5363	0.663417
45.116	5.20918	19.6885	0.546513
5.14674	9.96115	36.2569	0.558527
40.1015	6.05515	29.5102	0.667071
36.9279	3.99108	48.6726	0.600427
15.5535	11.782	19.9352	0.601196
16.7846	11.1387	38.0744	0.661751
25.6752	1.58884	18.5154	0.574521
49.4635	8.64418	41.5287	0.54799
12.632	7.94052	14.5106	0.599024
0.530012	8.82202	11.3983	0.534924
40.9469	9.39859	25.4754	0.534207
43.7197	5.68673	3.7541	0.637526
7.67308	9.23498	25.7766	0.571504
18.5522	2.53907	49.4356	0.569029
31.1446	2.62223	44.0843	0.5515
5.39957	11.0459	31.2446	0.612644
29.7087	11.5561	45.6636	0.627162
17.066	6.86417	26.1366	0.534
46.6674	1.53808	47.7153	0.596234
28.364	10.5489	20.3551	0.617043
27.1059	9.14423	0.533444	0.535134
16.2781	6.46875	40.8934	0.596551
0.615927	1.34447	33.7657	0.62404
40.9292	6.81142	8.19306	0.602716
31.0912	4.39479	14.413	0.640007
26.2598	10.107	16.683	0.58509
6.08892	7.93604	29.6756	0.569168
20.7201	1.92197	12.6726	0.586056
25.1892	5.70976	7.16686	0.606387
39.0108	3.44626	7.99977	0.569268
25.6112	6.92981	42.478	0.563683
7.02415	7.66266	29.062	0.595306
9.33265	6.76848	43.8379	0.591956
45.5646	2.45136	11.5709	0.543297
25.6855	1.50288	33.0278	0.551869
8.57317	1.59507	37.9117	0.633267
32.6876	0.608867	8.72078	0.57896
14.0715	3.78121	22.3885	0.636665
34.6732	11.3887	14.9276	0.577797
25.8934	10.8244	25.5449	0.567018
34.1042	1.48729	17.4105	0.565324
14.8324	7.27179	21.1441	0.569556
1.96075	3.01148	20.3256	0.597033
24.0738	3.09808	15.1655	0.580484
6.11933	2.56285	41.6481	0.584809
47.4815	4.15844	4.4041	0.60416
20.828	10.8475	6.16402	0.573515
8.81254	4.62172	36.9132	0.593012
27.5455	1.56326	5.80982	0.593613
10.5713	11.344	7.87533	0.593529
0.645493	3.22646	10.6273	0.651503
11.026	3.15615	26.7721	0.529444
14.1582	9.97854	38.3381	0.602386
4.62945	7.68497	33.7701	0.597931
1.34147	7.42021	36.2114	0.557518
42.0607	3.06895	19.4654	0.668614
18.5592	3.84116	16.9226	0.613251
3.48199	10.1977	36.0484	0.54666
43.457	10.9128	18.1725	0.591717
4.28521	7.02656	32.9245	0.534029
34.472	11.3748	13.6097	0.661752
49.3423	2.39516	24.0146	0.663701
10.5742	7.43489	33.224	0.595996
34.4943	10.0386	38.7966	0.627804
24.5623	7.02704	48.3022	0.567985
36.1229	0.540411	26.2899	0.551584
13.5123	9.02802	1.225	0.591411
48.7117	8.4215	39.8848	0.571315
41.6882	0.541076	16.5517	0.547256
48.2248	2.13144	8.29488	0.634165
44.2604	9.81092	23.2631	0.571691
24.3648	2.75983	16.1939	0.533025
36.2435	4.62262	29.1294	0.614263
21.6191	4.21399	1.04576	0.647581
9.60894	6.27979	37.7926	0.572393
39.0889	6.39001	26.6433	0.629725
34.4648	10.5068	17.81	0.619666
41.486	10.0237	41.5896	0.562568
22.2114	1.25598	38.4256	0.657727
